"","year","state","county","total","male","female","over 65 male","over 65 female","under 21 male","under 21 female"
"31036",2018,"48","501",8571,4438,4133,462,509,1589,1391
"31037",2018,"48","189",34113,17751,16362,2067,2425,6028,5754
"31038",2018,"48","419",25478,12572,12906,2022,2269,4123,3869
"31039",2018,"48","387",12275,5986,6289,1319,1584,1567,1479
"31040",2018,"48","399",10310,5233,5077,969,1158,1488,1329
"31041",2018,"48","435",3865,2116,1749,330,323,661,408
"31042",2018,"48","451",117466,58343,59123,7836,9625,18926,17722
"31043",2018,"48","469",91970,44999,46971,6214,7957,14443,14046
"31044",2018,"48","481",41551,20395,21156,3007,3760,6544,6530
"31045",2018,"48","485",131818,68325,63493,7940,10736,22367,18964
"31046",2018,"48","033",665,346,319,82,91,110,83
"31047",2018,"48","315",10083,4915,5168,1227,1317,1149,1075
"31048",2018,"48","323",57970,28736,29234,2884,3712,11758,11419
"31049",2018,"01","101",226941,107354,119587,13437,18746,33305,32889
"31050",2018,"01","095",95145,46977,48168,7003,8938,14396,13527
"31051",2018,"01","009",57645,28434,29211,4540,5693,8190,7836
"31052",2018,"01","067",17124,8232,8892,1624,2072,2241,2080
"31053",2018,"01","089",357560,174665,182895,22416,28892,50353,48697
"31054",2018,"01","001",55200,26874,28326,3488,4562,8375,7805
"31055",2018,"01","123",40636,19517,21119,3761,4513,5415,5292
"31056",2018,"01","061",26491,12971,13520,2295,2857,3683,3455
"31057",2018,"01","131",10809,5134,5675,859,1126,1731,1562
"31058",2018,"02","016",5750,3432,2318,163,171,700,628
"31059",2018,"02","060",890,526,364,54,31,116,104
"31060",2018,"02","150",13649,7281,6368,607,641,2395,2048
"31061",2018,"02","188",7734,4156,3578,267,329,1618,1542
"31062",2018,"02","050",18040,9381,8659,628,656,3868,3668
"31063",2018,"02","185",9797,6116,3681,357,270,1515,1382
"31064",2018,"02","220",8738,4471,4267,607,661,1226,1062
"31065",2018,"02","090",99653,53846,45807,4658,4466,16856,14284
"31066",2018,"02","130",13804,7060,6744,998,952,1842,1860
"31067",2018,"02","170",103464,53912,49552,5588,5442,17356,16001
"31068",2018,"02","180",9925,5240,4685,396,346,2081,1893
"31069",2018,"02","070",4975,2573,2402,232,198,904,926
"31070",2018,"02","282",689,369,320,51,34,93,121
"31071",2018,"02","164",1375,710,665,47,62,219,238
"31072",2018,"02","240",6876,3779,3097,501,385,1126,1101
"31073",2018,"02","020",296112,151144,144968,13825,15667,46449,42430
"31074",2018,"72","037",11853,5660,6193,1169,1435,1623,1368
"31075",2018,"72","039",16912,8240,8672,1498,1613,2313,2201
"31076",2018,"72","045",19539,9692,9847,1506,1765,2796,2472
"31077",2018,"72","071",42420,20629,21791,3598,4323,5427,5125
"31078",2018,"72","073",14906,7428,7478,1069,1231,2343,1982
"31079",2018,"72","081",26451,13026,13425,2349,2733,3460,3255
"31080",2018,"72","085",37768,18163,19605,2927,3283,5174,4817
"31081",2018,"72","127",344606,157742,186864,29082,43459,41931,42513
"31082",2018,"72","143",37724,18044,19680,2864,3560,5182,5106
"31083",2018,"72","093",6202,3069,3133,551,581,804,824
"31084",2018,"16","059",7798,3948,3850,1150,1090,935,784
"31085",2018,"16","075",23041,11470,11571,1904,2093,3737,3426
"31086",2018,"16","009",9086,4607,4479,1007,980,1328,1159
"31087",2018,"16","017",42711,21366,21345,4945,4858,5172,4865
"31088",2018,"16","033",1077,570,507,60,51,287,157
"31089",2018,"16","037",4141,2165,1976,603,638,493,377
"31090",2018,"16","039",26433,13858,12575,1684,1731,4244,4029
"31091",2018,"16","043",12965,6766,6199,1066,1079,2253,1979
"31092",2018,"16","065",38705,19529,19176,1136,1348,7407,8737
"31093",2018,"16","079",12526,6267,6259,1342,1448,1555,1368
"31094",2018,"16","049",16337,8537,7800,2241,2028,2114,1827
"31095",2018,"16","081",11080,5887,5193,585,541,1847,1559
"31096",2018,"16","077",7713,3781,3932,632,577,1051,1475
"31097",2018,"16","087",10025,4966,5059,1206,1205,1433,1333
"31098",2018,"17","067",18112,9008,9104,1799,2267,2395,2112
"31099",2018,"17","119",265670,129718,135952,18734,25013,36669,34789
"31100",2018,"17","063",50509,25241,25268,3025,3672,7818,7074
"31101",2018,"17","091",111061,54615,56446,7885,9724,16828,16503
"31102",2018,"17","131",15693,7798,7895,1536,1735,2017,1962
"31103",2018,"17","043",931743,457178,474565,59178,75551,133163,126833
"31104",2018,"17","003",6532,3104,3428,591,737,912,954
"31105",2018,"17","129",12367,6043,6324,1037,1291,1663,1515
"31106",2018,"17","099",110401,55400,55001,8831,11128,14788,14326
"31107",2018,"17","031",5223719,2534640,2689079,303956,420774,719087,696931
"31108",2018,"17","115",106512,51062,55450,8782,11397,14855,14494
"31109",2018,"20","199",1575,790,785,157,185,244,200
"31110",2018,"20","017",2645,1340,1305,287,334,399,363
"31111",2018,"20","189",5686,2882,2804,346,419,989,951
"31112",2018,"20","183",3663,1809,1854,461,541,399,412
"31113",2018,"20","067",7616,3988,3628,451,455,1627,1266
"31114",2018,"20","085",13318,6642,6676,1149,1328,1960,1886
"31115",2018,"20","095",7470,3749,3721,762,849,1030,965
"31116",2018,"20","109",2810,1398,1412,244,342,418,369
"31117",2018,"20","131",10104,5119,4985,874,1109,1684,1461
"31118",2018,"20","149",23545,11746,11799,1542,1697,4049,3915
"31119",2018,"20","209",164345,81294,83051,8241,11068,27589,26171
"31120",2018,"20","021",20331,9998,10333,1705,2044,2869,2875
"31121",2018,"20","015",66468,33539,32929,4305,5255,10781,9988
"31122",2018,"20","027",8142,4078,4064,832,1023,1147,1074
"31123",2018,"20","105",3097,1585,1512,328,381,474,381
"31124",2018,"20","169",54977,27375,27602,4044,5094,8471,7713
"31125",2018,"20","191",23208,11581,11627,1819,2347,3486,3243
"31126",2018,"20","195",2858,1450,1408,318,374,304,281
"31127",2018,"20","197",6888,3497,3391,636,661,1035,904
"31128",2018,"20","205",8780,4318,4462,812,994,1305,1163
"31129",2018,"20","123",6222,3163,3059,659,784,1068,782
"31130",2018,"20","141",3603,1807,1796,388,487,451,424
"31131",2018,"20","005",16363,7949,8414,1183,1545,2774,2726
"31132",2018,"21","227",126427,61873,64554,6970,8740,20446,21110
"31133",2018,"21","003",20794,10339,10455,1649,1888,2997,2869
"31134",2018,"21","017",20144,9670,10474,1616,2059,2740,2708
"31135",2018,"21","029",79466,39627,39839,5465,6308,11357,10514
"31136",2018,"21","055",9083,4593,4490,873,945,1203,1165
"31137",2018,"21","075",6210,3102,3108,510,722,901,705
"31138",2018,"21","119",15513,7693,7820,1181,1441,2165,1992
"31139",2018,"21","165",6405,3421,2984,623,646,865,713
"31140",2018,"21","177",31081,15286,15795,2434,3224,4162,4075
"31141",2018,"21","193",26917,13273,13644,1970,2250,3803,3413
"31142",2018,"21","237",7223,3596,3627,625,725,1113,839
"31143",2018,"21","051",20621,10827,9794,1312,1629,2632,2537
"31144",2018,"21","013",27188,13325,13863,2136,2787,3707,3381
"31145",2018,"21","057",6713,3289,3424,658,756,946,841
"31146",2018,"21","083",37294,18348,18946,2970,3703,5637,5123
"31147",2018,"21","129",6751,3501,3250,526,641,990,783
"31148",2018,"21","031",12745,6412,6333,1048,1212,1809,1606
"31149",2018,"21","061",12122,6093,6029,1114,1272,1587,1471
"31150",2018,"21","097",18668,9146,9522,1487,1803,2714,2510
"31151",2018,"21","023",8306,4183,4123,600,702,1260,1152
"31152",2018,"21","179",45388,22492,22896,3026,3583,6960,6293
"31153",2018,"21","231",20609,10154,10455,1839,2197,2560,2608
"31154",2018,"21","155",19232,9751,9481,1312,1794,3004,2502
"31155",2018,"21","221",14344,7077,7267,1613,1559,1929,1697
"31156",2018,"21","015",129095,64061,65034,7172,8921,20580,19248
"31157",2018,"21","113",52422,25479,26943,3430,4112,8246,8088
"31158",2018,"21","121",31467,15330,16137,2334,3030,5006,4500
"31159",2018,"21","133",22676,11087,11589,1846,2221,3074,2805
"31160",2018,"21","139",9263,4626,4637,872,1014,1190,1087
"31161",2018,"21","195",60483,29507,30976,4528,5946,7946,7406
"31162",2018,"21","211",46786,22613,24173,3104,3845,7083,6491
"31163",2018,"21","005",22214,10873,11341,1412,1910,3164,2961
"31164",2018,"21","027",20080,10088,9992,1774,1975,2865,2661
"31165",2018,"21","073",50296,24390,25906,3670,4772,6761,6687
"31166",2018,"21","147",17635,9613,8022,1267,1381,2559,2163
"31167",2018,"21","151",89700,43737,45963,5135,6572,14621,15216
"31168",2018,"21","169",10004,4923,5081,779,1013,1439,1238
"31169",2018,"21","189",4463,1947,2516,321,486,511,563
"31170",2018,"21","213",18063,8926,9137,1245,1672,2776,2437
"31171",2018,"21","049",35872,17573,18299,2747,3429,5119,4403
"31172",2018,"21","219",12350,6049,6301,891,1030,1848,1976
"31173",2018,"21","041",10711,5455,5256,732,879,1594,1601
"31174",2018,"21","053",10211,5084,5127,884,1031,1490,1434
"31175",2018,"21","077",8703,4473,4230,570,597,1465,1191
"31176",2018,"22","083",20474,9952,10522,1514,1889,3232,2923
"31177",2018,"01","033",54495,26075,28420,4501,6001,6957,6863
"31178",2018,"01","045",49255,24234,25021,3461,4478,6902,6810
"31179",2018,"01","065",14887,7019,7868,1188,1529,2166,2201
"31180",2018,"01","049",71200,35304,35896,5180,6439,11027,9969
"31181",2018,"01","053",37328,19067,18261,2787,3689,5047,5077
"31182",2018,"01","111",22574,10989,11585,2003,2509,3095,3109
"31183",2018,"01","097",414659,197928,216731,27241,36409,60861,59143
"31184",2018,"01","105",9486,4436,5050,721,1043,1695,1489
"31185",2018,"01","029",14938,7281,7657,1246,1557,2037,1957
"31186",2018,"01","035",12514,6037,6477,1227,1480,1678,1591
"31187",2018,"01","005",25782,13697,12085,2004,2630,3505,3195
"31188",2018,"01","007",22527,12152,10375,1633,2028,3192,2658
"31189",2018,"01","015",115098,55315,59783,8223,11163,16342,15167
"31190",2018,"02","013",3425,1989,1436,141,161,322,264
"31191",2018,"02","261",9301,4898,4403,657,495,1304,1207
"31192",2018,"02","122",58220,30314,27906,4746,4346,8137,7750
"31193",2018,"02","230",1061,555,506,75,45,103,115
"31194",2018,"02","198",6474,3514,2960,542,418,965,849
"31195",2018,"13","245",201463,97272,104191,11039,15562,30926,29070
"31196",2018,"13","251",13990,6804,7186,1102,1370,1995,1914
"31197",2018,"13","267",25353,14888,10465,1491,1943,3403,2773
"31198",2018,"13","019",19025,9299,9726,1493,1776,2669,2565
"31199",2018,"13","295",68824,34082,34742,5365,7083,9963,8681
"31200",2018,"13","135",902298,441051,461247,36465,46977,150255,144391
"31201",2018,"13","013",76887,37771,39116,3971,5216,12351,11728
"31202",2018,"13","049",12983,7522,5461,927,1000,1679,1629
"31203",2018,"13","065",6743,3427,3316,469,554,1227,887
"31204",2018,"13","015",103620,51332,52288,6180,7671,16219,14652
"31205",2018,"13","097",141840,67726,74114,6806,8779,23069,21876
"31206",2018,"13","131",24926,12176,12750,1844,2433,3663,3451
"31207",2018,"13","141",8535,5193,3342,841,1003,880,476
"31208",2018,"13","313",103849,51525,52324,6209,7782,17113,16093
"31209",2018,"13","193",13480,7342,6138,981,1173,1624,1764
"31210",2018,"13","285",69774,33387,36387,4154,5739,11004,10639
"31211",2018,"13","145",33590,16832,16758,2773,3088,4804,4179
"31212",2018,"13","249",5211,2546,2665,412,452,773,836
"31213",2018,"13","321",20656,10040,10616,1622,2122,2956,2735
"31214",2018,"13","093",13905,7529,6376,1155,1402,1788,1705
"31215",2018,"13","109",10727,5303,5424,734,978,1791,1363
"31216",2018,"13","307",2613,1254,1359,270,277,397,345
"31217",2018,"13","103",58689,29215,29474,2951,3568,9642,9015
"31218",2018,"13","125",3009,1438,1571,215,298,403,432
"31219",2018,"13","239",2276,1081,1195,250,358,229,272
"31220",2018,"13","051",287049,138403,148646,17875,23528,41105,39890
"31221",2018,"13","167",9730,5318,4412,797,925,1316,1264
"31222",2018,"13","173",10366,5183,5183,641,678,1620,1574
"31223",2018,"13","195",28900,14508,14392,2104,2456,4339,3679
"31224",2018,"13","205",22432,11683,10749,1454,2063,3329,3008
"31225",2018,"13","277",40510,19509,21001,2398,3380,6616,6327
"31226",2018,"13","233",41621,20415,21206,2667,3603,6474,6231
"31227",2018,"13","263",6378,3032,3346,649,790,666,794
"31228",2018,"13","273",8859,4228,4631,677,945,1249,1210
"31229",2018,"13","275",44730,21219,23511,3217,4460,6454,6070
"31230",2018,"13","319",9078,4349,4729,701,953,1215,1290
"31231",2018,"13","221",14784,7396,7388,1225,1445,1991,1772
"31232",2018,"13","243",7087,3493,3594,710,789,1178,1084
"31233",2018,"13","299",35599,17753,17846,2434,3461,5358,4654
"31234",2018,"13","305",29767,15051,14716,2040,2439,4298,4365
"31235",2018,"13","315",8846,5242,3604,637,812,1257,967
"31236",2018,"13","009",45286,22759,22527,3147,3629,6995,7728
"31237",2018,"13","031",74782,36777,38005,3669,4506,14682,13455
"31238",2018,"13","061",3001,1473,1528,285,396,294,430
"31239",2018,"13","101",3994,1973,2021,316,330,429,642
"31240",2018,"13","089",743187,351871,391316,34986,50585,105815,103986
"31241",2018,"13","143",28956,14041,14915,1959,2563,4145,4114
"31242",2018,"13","163",15772,7605,8167,1126,1620,2374,2196
"31243",2018,"13","181",7799,3683,4116,798,963,840,1013
"31244",2018,"13","213",39557,19522,20035,2447,3128,6051,5712
"31245",2018,"13","235",11295,5075,6220,938,1201,1357,1093
"31246",2018,"13","241",16457,8107,8350,2068,2360,1797,1593
"31247",2018,"13","281",11417,5334,6083,1767,2117,1244,1353
"31248",2018,"20","055",36957,18940,18017,1697,2059,7301,6508
"31249",2018,"20","075",2616,1353,1263,176,149,501,468
"31250",2018,"20","103",80042,42933,37109,4936,5893,11947,10880
"31251",2018,"20","201",5525,2844,2681,616,723,785,661
"31252",2018,"20","203",2143,1019,1124,211,245,251,328
"31253",2018,"20","129",2838,1449,1389,224,295,461,406
"31254",2018,"20","137",5486,3036,2450,484,606,577,684
"31255",2018,"20","009",26791,13362,13429,2222,2651,4057,3607
"31256",2018,"20","029",9060,4523,4537,777,1095,1334,1279
"31257",2018,"20","047",2925,1494,1431,278,306,401,360
"31258",2018,"20","101",1642,850,792,150,160,237,223
"31259",2018,"20","165",3102,1521,1581,348,400,401,356
"31260",2018,"20","115",12032,5971,6061,1220,1523,1757,1611
"31261",2018,"20","133",16125,7923,8202,1315,1743,2506,2382
"31262",2018,"20","143",5902,3043,2859,530,611,963,686
"31263",2018,"20","161",75296,39909,35387,2868,3610,14955,13383
"31264",2018,"20","007",4733,2356,2377,480,539,587,698
"31265",2018,"20","041",19004,9555,9449,1633,1960,2759,2614
"31266",2018,"20","087",18888,9581,9307,1671,1763,2690,2355
"31267",2018,"21","089",35765,17411,18354,3161,4011,4761,4345
"31268",2018,"21","069",14479,7146,7333,1117,1341,2038,2037
"31269",2018,"21","043",27290,13437,13853,2214,2642,3902,3711
"31270",2018,"21","081",24915,12318,12597,1530,1790,4010,3998
"31271",2018,"21","111",767154,370844,396310,49640,67944,106783,102146
"31272",2018,"21","141",26849,13154,13695,2120,2662,3886,3680
"31273",2018,"21","161",17153,8485,8668,1238,1744,2663,2133
"31274",2018,"21","191",14520,7360,7160,1030,1187,2073,1834
"31275",2018,"21","201",2143,1147,996,220,249,299,228
"31276",2018,"21","215",18246,9277,8969,1150,1206,2542,2492
"31277",2018,"21","011",12268,6096,6172,880,1098,1899,1665
"31278",2018,"21","007",8090,3992,4098,718,900,1101,1021
"31279",2018,"21","021",29913,14903,15010,2283,3153,4452,4393
"31280",2018,"21","087",11023,5393,5630,988,1197,1362,1370
"31281",2018,"21","095",27134,13132,14002,2043,2655,3598,3610
"31282",2018,"26","009",23177,11515,11662,2904,3137,2663,2481
"31283",2018,"26","061",36360,19668,16692,2825,3208,7382,5230
"31284",2018,"26","093",188482,94566,93916,14080,15896,26472,24506
"31285",2018,"26","069",25247,12578,12669,3483,3759,2635,2451
"31286",2018,"26","085",11763,6000,5763,1685,1521,1237,1104
"31287",2018,"26","101",24444,12658,11786,2861,3108,2822,2587
"31288",2018,"26","119",9261,4665,4596,1430,1412,878,806
"31289",2018,"26","141",12797,6386,6411,1896,1935,1238,1248
"31290",2018,"26","051",25289,12739,12550,3182,3362,3102,2742
"31291",2018,"26","077",261573,128025,133548,16076,21041,40695,40065
"31292",2018,"26","107",43264,21844,21420,3577,4082,7185,6685
"31293",2018,"26","103",66939,33703,33236,5723,6181,9254,9724
"31294",2018,"26","123",48142,24149,23993,4240,4621,6669,6275
"31295",2018,"26","133",23232,11738,11494,2234,2465,3324,2963
"31296",2018,"26","137",24397,12061,12336,2291,2634,3044,3096
"31297",2018,"26","025",134473,65782,68691,10016,12777,19883,18716
"31298",2018,"26","031",25458,12720,12738,3196,3440,2888,2536
"31299",2018,"26","095",6364,3743,2621,667,655,787,591
"31300",2018,"26","081",643140,316734,326406,36292,46581,99023,94775
"31301",2018,"26","145",192778,93581,99197,15313,19757,26959,26199
"31302",2018,"26","155",68493,33801,34692,5291,6600,9314,8912
"31303",2018,"26","017",104786,51486,53300,8759,11298,13405,12727
"31304",2018,"26","029",26219,12907,13312,2854,3166,3139,3105
"31305",2018,"26","041",36190,17998,18192,3826,4383,4546,4113
"31306",2018,"01","025",24387,11539,12848,2038,2588,3207,3327
"31307",2018,"01","057",16585,8170,8415,1478,1914,2340,1942
"31308",2018,"27","041",37203,18607,18596,3800,4386,4904,4665
"31309",2018,"27","051",5938,3020,2918,664,709,760,749
"31310",2018,"27","069",4337,2199,2138,460,556,580,569
"31311",2018,"27","079",27983,14106,13877,2187,2525,4060,3842
"31312",2018,"27","087",5506,2728,2778,435,519,1000,976
"31313",2018,"27","025",54727,28333,26394,3780,4103,7958,7082
"31314",2018,"27","127",15331,7719,7612,1445,1769,2320,2098
"31315",2018,"27","173",9868,5056,4812,886,1065,1401,1250
"31316",2018,"27","153",24440,12563,11877,2471,2580,3591,3185
"31317",2018,"27","007",46117,22906,23211,3263,3725,7883,7479
"31318",2018,"27","013",66322,33323,32999,3884,4819,12000,10952
"31319",2018,"27","055",18663,9349,9314,1747,2024,2468,2195
"31320",2018,"27","073",6773,3377,3396,810,962,786,748
"31321",2018,"27","077",3809,2037,1772,442,420,440,358
"31322",2018,"27","111",57992,29263,28729,6241,7006,7998,6949
"31323",2018,"27","161",18809,9000,9809,1463,1724,2574,2757
"31324",2018,"27","137",200080,100487,99593,16740,19791,27822,26742
"31325",2018,"27","003",347431,173811,173620,20434,24816,51206,48069
"31326",2018,"27","145",156819,78931,77888,10276,11911,25694,24875
"31327",2018,"27","037",418201,205909,212292,24246,30600,62137,58762
"31328",2018,"27","083",25839,12788,13051,1698,2169,4179,4044
"31329",2018,"27","095",25728,12866,12862,2079,2488,3704,3494
"31330",2018,"27","129",14721,7495,7226,1390,1590,2014,1911
"31331",2018,"27","017",35540,18565,16975,2760,3178,5012,4480
"31332",2018,"27","031",5311,2632,2679,713,700,472,468
"31333",2018,"42","111",74949,39038,35911,7212,8719,8728,8031
"31334",2018,"29","123",12205,6049,6156,1047,1223,1707,1528
"31335",2018,"29","217",20691,10088,10603,1727,2081,3073,3151
"31336",2018,"29","147",22547,11225,11322,1462,1802,3947,4083
"31337",2018,"29","041",7546,3764,3782,792,965,1089,1006
"31338",2018,"29","223",13308,6544,6764,1456,1583,1725,1643
"31339",2018,"29","201",38729,18712,20017,2941,3819,5610,5274
"31340",2018,"29","011",11850,5865,5985,1014,1342,1797,1609
"31341",2018,"29","039",13938,6961,6977,1528,1691,2053,1854
"31342",2018,"29","073",14746,7373,7373,1430,1786,1999,1719
"31343",2018,"29","121",15254,7683,7571,1493,1842,2368,1927
"31344",2018,"29","149",10699,5376,5323,1210,1316,1448,1246
"31345",2018,"29","186",17871,8979,8892,1565,1733,2336,2407
"31346",2018,"29","067",13374,6700,6674,1477,1634,1771,1568
"31347",2018,"29","083",21765,10643,11122,2084,2457,2769,2894
"31348",2018,"29","109",38133,18995,19138,3095,3600,6000,5424
"31349",2018,"29","169",52591,30025,22566,1964,2409,12596,7862
"31350",2018,"29","215",25671,13397,12274,2407,2755,3415,3092
"31351",2018,"29","027",44840,22874,21966,3246,3710,6197,6207
"31352",2018,"45","067",31562,14655,16907,2329,3458,4595,4336
"31353",2018,"45","063",286316,139495,146821,19109,23885,40294,39328
"31354",2018,"45","073",76696,37801,38895,8056,9148,9706,9239
"31355",2018,"45","015",209065,103989,105076,12344,14792,32517,29393
"31356",2018,"45","019",394708,191191,203517,26726,34203,51301,47798
"31357",2018,"45","043",61605,29133,32472,7317,8794,7173,7024
"31358",2018,"45","069",27131,14236,12895,1950,2590,3339,3292
"31359",2018,"45","007",195995,94565,101430,15105,19123,27986,27000
"31360",2018,"45","025",46024,22642,23382,3462,4468,6643,5837
"31361",2018,"45","047",70264,32553,37711,5265,7170,10161,10579
"31362",2018,"45","051",320915,155100,165815,33594,37643,38519,36851
"31363",2018,"13","283",6777,3573,3204,629,670,981,877
"31364",2018,"13","155",9268,4758,4510,778,950,1380,1286
"31365",2018,"13","001",18454,9353,9101,1373,1679,2996,2558
"31366",2018,"41","007",38562,19166,19396,3786,4229,4741,4625
"31367",2018,"47","165",179473,87811,91662,12148,15128,25999,24404
"31368",2018,"47","169",9573,5302,4271,608,743,1600,963
"31369",2018,"47","027",7686,3771,3915,862,980,965,1016
"31370",2018,"19","171",17136,8497,8639,1482,1802,2507,2439
"31371",2018,"19","179",35315,17403,17912,2702,3349,4911,4884
"31372",2018,"19","069",10245,5117,5128,961,1152,1422,1261
"31373",2018,"19","027",20344,9988,10356,1689,2265,2884,2875
"31374",2018,"19","031",18445,9161,9284,1591,1879,2521,2335
"31375",2018,"19","067",15858,7766,8092,1523,1835,2176,2162
"31376",2018,"19","073",9003,4380,4623,844,1095,1191,1145
"31377",2018,"19","115",11223,5724,5499,892,1065,1671,1474
"31378",2018,"19","119",11769,6013,5756,919,1152,2005,1758
"31379",2018,"19","189",10571,5190,5381,919,1221,1425,1485
"31380",2018,"19","165",11694,5735,5959,1162,1442,1622,1535
"31381",2018,"19","007",12510,6154,6356,1260,1576,1720,1524
"31382",2018,"19","095",16207,8052,8155,1301,1634,2251,2073
"31383",2018,"19","145",15363,7922,7441,1467,1802,1946,1809
"31384",2018,"19","191",20401,10156,10245,1818,2139,3040,3153
"31385",2018,"19","155",93503,45923,47580,6764,8702,13713,13060
"31386",2018,"19","127",40271,20400,19871,3191,3788,6340,5689
"31387",2018,"19","015",26399,13310,13089,2075,2488,3778,3271
"31388",2018,"19","021",20260,10238,10022,1302,1612,3324,3315
"31389",2018,"19","089",9264,4580,4684,859,1023,1317,1312
"31390",2018,"19","077",10674,5335,5339,1044,1289,1509,1365
"31391",2018,"19","091",9566,4651,4915,888,1072,1247,1349
"31392",2018,"19","121",15890,8028,7862,1197,1411,2601,2071
"31393",2018,"51","179",144012,72540,71472,6408,7678,23055,21926
"31394",2018,"72","063",46894,22173,24721,3117,3797,6129,6336
"31395",2018,"72","087",26463,12337,14126,1857,2356,3601,3642
"31396",2018,"72","005",54166,26308,27858,4974,5929,7329,6653
"31397",2018,"72","083",8599,4147,4452,789,835,1073,1303
"31398",2018,"72","149",22993,11169,11824,1640,2007,3453,3128
"31399",2018,"72","031",157453,72157,85296,13222,19604,20102,19801
"31400",2018,"72","069",53466,25267,28199,4738,5954,7159,6798
"31401",2018,"72","101",31320,15537,15783,2209,2361,4551,4402
"31402",2018,"72","139",67780,31892,35888,4960,6872,9522,8697
"31403",2018,"72","111",20984,10190,10794,1511,1687,3137,3108
"31404",2018,"72","135",73405,35281,38124,4278,5232,10464,10115
"31405",2018,"02","100",2518,1335,1183,367,247,306,323
"31406",2018,"02","110",32330,16517,15813,1843,2034,4387,4159
"31407",2018,"02","290",5415,2910,2505,414,325,906,842
"31408",2018,"02","068",2232,1117,1115,99,63,267,234
"31409",2018,"02","105",2132,1095,1037,220,195,160,220
"31410",2018,"02","275",2484,1302,1182,305,243,307,269
"31411",2018,"04","019",1019722,501879,517843,86255,103997,146993,142683
"31412",2018,"04","007",53400,26370,27030,7146,7637,6418,6041
"31413",2018,"04","003",126279,64135,62144,12744,13806,17873,16569
"31414",2018,"04","001",71522,35240,36282,4755,5665,11981,12448
"31415",2018,"04","027",207829,106973,100856,17922,19507,34868,31420
"31416",2018,"04","017",108705,54533,54172,8642,9709,17912,17251
"31417",2018,"05","021",15061,7414,7647,1384,1755,1954,1962
"31418",2018,"05","043",18502,9033,9469,1336,1755,3179,2744
"31419",2018,"05","121",17603,8784,8819,1542,1940,2586,2278
"31420",2018,"05","009",37288,18350,18938,3412,4079,5282,4942
"31421",2018,"26","047",33039,16307,16732,3200,3701,4266,3815
"31422",2018,"27","071",12644,6327,6317,1380,1566,1551,1483
"31423",2018,"27","097",32949,16639,16310,2785,3296,4698,4261
"31424",2018,"27","113",14184,7054,7130,1077,1402,2041,1977
"31425",2018,"27","147",36676,18171,18505,2687,3362,5519,5664
"31426",2018,"27","167",6343,3215,3128,534,670,898,799
"31427",2018,"27","001",15834,8053,7781,2543,2517,1649,1434
"31428",2018,"27","043",13896,6949,6947,1366,1772,1817,1701
"31429",2018,"27","101",8353,4170,4183,1001,1087,1034,1000
"31430",2018,"27","067",42658,21430,21228,3448,4175,6422,5882
"31431",2018,"27","075",10569,5428,5141,1319,1329,1083,1075
"31432",2018,"27","133",9413,4625,4788,838,1011,1331,1339
"31433",2018,"27","135",15462,8003,7459,1189,1320,2391,2132
"31434",2018,"27","155",3337,1644,1693,378,455,380,398
"31435",2018,"27","005",33773,16783,16990,3158,3531,4770,4876
"31436",2018,"27","053",1235478,610530,624948,71501,92659,167251,161954
"31437",2018,"27","015",25211,12653,12558,2296,2855,3719,3260
"31438",2018,"27","023",12010,5959,6051,1094,1369,1769,1628
"31439",2018,"27","029",8812,4504,4308,857,911,1335,1207
"31440",2018,"27","049",46217,23093,23124,3905,4669,6320,5780
"31441",2018,"27","059",38974,19720,19254,2692,3173,5701,5252
"31442",2018,"27","063",10047,5069,4978,954,1140,1369,1277
"31443",2018,"27","099",39602,20045,19557,3138,4118,6252,5563
"31444",2018,"27","115",29129,15648,13481,2711,2948,3971,3235
"31445",2018,"27","109",153065,74836,78229,9802,12597,22384,21724
"31446",2018,"27","159",13646,6727,6919,1264,1601,2072,1901
"31447",2018,"27","009",39779,19894,19885,2368,2997,5777,5881
"31448",2018,"27","047",30526,15217,15309,2985,3658,4002,3767
"31449",2018,"37","025",201448,98094,103354,11200,14549,31385,30232
"31450",2018,"37","033",22746,11393,11353,2028,2562,2701,2527
"31451",2018,"37","059",41991,20374,21617,3743,4570,5362,5306
"31452",2018,"37","057",164664,80508,84156,12870,15989,22357,21582
"31453",2018,"37","061",59062,28780,30282,4435,5794,8811,8380
"31454",2018,"37","063",306457,146535,159922,15507,21549,42220,41126
"31455",2018,"37","091",24153,11947,12206,1890,2642,3314,3194
"31456",2018,"37","105",60125,29225,30900,4084,5414,9021,8903
"31457",2018,"37","129",224231,107274,116957,16250,21177,29061,29551
"31458",2018,"37","141",59020,29239,29781,4721,5618,8007,7678
"31459",2018,"37","191",124002,60640,63362,8225,11097,18834,17486
"31460",2018,"37","165",35262,17398,17864,2542,3418,5216,4949
"31461",2018,"37","189",54117,27145,26972,3853,4347,9356,9890
"31462",2018,"37","083",51737,24959,26778,4239,5864,6979,6475
"31463",2018,"37","001",160576,76259,84317,11027,15280,23672,23632
"31464",2018,"37","177",4119,2365,1754,401,475,336,336
"31465",2018,"38","089",30876,15864,15012,1731,2224,4603,4746
"31466",2018,"38","103",4055,2003,2052,476,614,476,418
"31467",2018,"38","013",2213,1183,1030,158,182,390,340
"31468",2018,"38","061",10152,5489,4663,566,563,1717,1501
"31469",2018,"38","105",34061,18751,15310,1418,1717,5760,4927
